"","x"
"1",90.096627037819
"2",90.3031756071791
"3",90.5052252216161
"4",90.7027758811303
"5",90.8958275857217
"6",91.0843803353898
"7",91.2684341301352
"8",91.4479889699601
"9",91.6230448548593
"10",91.7936017848401
"11",91.9596597598961
"12",92.1212187800374
"13",92.2782788452487
"14",92.4308399555422
"15",92.57890211091
"16",92.7224653113618
"17",92.8615295568917
"18",92.9960948474977
"19",93.1261611831711
"20",93.2517285639383
"21",93.3727969897924
"22",93.4893664607072
"23",93.6014369767256
"24",93.7090085377818
"25",93.8120811439484
"26",93.9106547951808
"27",94.0047294914757
"28",94.0943052328565
"29",94.1793820193053
"30",94.2599598508574
"31",94.3360387274969
"32",94.4076186492043
"33",94.4746996159718
"34",94.5372816277815
"35",94.5953646847673
"36",94.6489487867311
"37",94.6980339338575
"38",94.7426201260706
"39",94.7827073633015
"40",94.8182956455819
"41",94.8493849730161
"42",94.8759753455221
"43",94.8980667630976
"44",94.9156592257179
"45",94.9287527334775
"46",94.9373472863298
"47",94.9414428841557
"48",94.94103952721
"49",94.9361372152886
"50",94.9267359484013
"51",94.9128357266372
"52",94.8944365498637
"53",94.871538418299
"54",94.844141331765
"55",94.8122452902947
"56",94.7758502939473
"57",94.7349563426545
"58",94.6895634364175
"59",94.6396715753491
"60",94.585280759273
"61",94.5263909882884
"62",94.4680432446126
"63",94.4102375281829
"64",94.3529738392437
"65",94.2962521774943
"66",94.2400725430887
"67",94.1844349360793
"68",94.1293393562447
"69",94.0747858038995
"70",94.0207742786838
"71",93.9673047809025
"72",93.9143773104368
"73",93.8619918672376
"74",93.8101484514302
"75",93.758847062873
"76",93.7080877016639
"77",93.6578703677874
"78",93.6081950612382
"79",93.5590617819642
"80",93.5104705299869
"81",93.4624213054304
"82",93.4149141081062
"83",93.3679489381749
"84",93.321525795423
"85",93.2756446800881
"86",93.2303055921274
"87",93.1855085314097
"88",93.1412534980223
"89",93.0975404919619
"90",93.0543695131348
"91",93.0117405616857
"92",92.9696536375639
"93",92.9281087407657
"94",92.8871058712432
"95",92.8466450291054
"96",92.8067262142306
"97",92.7673494266578
"98",92.7285146664372
"99",92.6902219335757
"100",92.6524712279488
"101",92.6152625497439
"102",92.5785958986984
"103",92.5424712751111
"104",92.5068886787525
"105",92.4718481097841
"106",92.4373495680837
"107",92.4033930537534
"108",92.3699785667146
"109",92.3371061069647
"110",92.3047756746054
"111",92.2729872695035
"112",92.2417408917618
"113",92.2110365413844
"114",92.1808742183127
"115",92.151253922479
"116",92.1235103791009
"117",92.0977892986229
"118",92.0740906809585
"119",92.0524145262891
"120",92.0327608343202
"121",92.0151296052063
"122",91.9995208389765
"123",91.9859345356364
"124",91.9743706951196
"125",91.9648293174354
"126",91.9573104026113
"127",91.9518139506726
"128",91.9483399616203
"129",91.9468884353944
"130",91.9474593719347
"131",91.9500527714368
"132",91.954668633803
"133",91.9613069589576
"134",91.9699677469438
"135",91.980650997801
"136",91.9933567115271
"137",92.0080848881175
"138",92.0248355274982
"139",92.0436086297897
"140",92.0644041948922
"141",92.0872222228506
"142",92.1120627136701
"143",92.1389256673215
"144",92.167811083835
"145",92.1987189632
"146",92.2316493054091
"147",92.2666021104665
"148",92.3035773783772
"149",92.3425751091286
"150",92.3835953027478
"151",92.4266379592132
"152",92.4717030785387
"153",92.5187906606748
"154",92.5679007057112
"155",92.6190332135751
"156",92.6721881843181
"157",92.7273656178951
"158",92.7845655142993
"159",92.8437878735846
"160",92.9050326956905
"161",92.9682999806892
"162",93.0335897285954
"163",93.1009019392463
"164",93.1702366128399
"165",93.2415937492083
"166",93.3149733484465
"167",93.3903754105509
"168",93.4677999355127
"169",93.5472469233749
"170",93.6287163740019
"171",93.7122082874397
"172",93.7977226639887
"173",93.885259503153
"174",93.9748188052456
"175",94.0664005702143
"176",94.1600047979942
"177",94.255631488619
"178",94.3508493719162
"179",94.4448294573701
"180",94.5375717448561
"181",94.6290762345982
"182",94.7193429265041
"183",94.8083718204639
"184",94.8961629165915
"185",94.9827162149354
"186",95.0680317153245
"187",95.1521094179249
"188",95.234949322637
"189",95.3165514294448
"190",95.3969157384352
"191",95.4760422495651
"192",95.5539309628016
"193",95.6305818782387
"194",95.705994995762
"195",95.780170315444
"196",95.853107837259
"197",95.9248075612323
"198",95.9952694873678
"199",96.0644936156695
"200",96.132479946019
"201",96.1992284785435
"202",96.2647392132208
"203",96.3290121500532
"204",96.3920472889871
"205",96.4538446301044
"206",96.5144041733432
"207",96.5737259187522
"208",96.6318098662366
"209",96.6886560158955
"210",96.744264367734
"211",96.7986349216658
"212",96.8517676777607
"213",96.9036626359886
"214",96.9543197963674
"215",97.0037391588641
"216",97.0519207235293
"217",97.098864490338
"218",97.1445704592581
"219",97.1890386303332
"220",97.2322690035624
"221",97.2742615789153
"222",97.3150163564202
"223",97.3545333360645
"224",97.3928125178562
"225",97.4298539017805
"226",97.4656574878676
"227",97.5002232760767
"228",97.5335512664461
"229",97.5656414589543
"230",97.5964938536221
"231",97.6261084503786
"232",97.6544852493045
"233",97.6816242503712
"234",97.7075254535638
"235",97.7321888588943
"236",97.7556144663804
"237",97.7778022759634
"238",97.7987522877287
"239",97.8184645015864
"240",97.8369389176081
"241",97.8541755357687
"242",97.8701743560666
"243",97.8849353785097
"244",97.8984586030752
"245",97.9107440297766
"246",97.9217916585986
"247",97.9316014895873
"248",97.9401735226903
"249",97.9475077579536
"250",97.953604195396
"251",97.9584628348411
"252",97.9620836765486
"253",97.9644667203661
"254",97.9656119663051
"255",97.9655194143594
"256",97.9641890646089
"257",97.9616209169439
"258",97.9578149714534
"259",97.9527712280232
"260",97.9464896867513
"261",97.9389703476312
"262",97.9302132106728
"263",97.9202182759077
"264",97.9089855430954
"265",97.8965150125509
"266",97.8828066840816
"267",97.8678605577627
"268",97.8516766336746
"269",97.8342549115953
"270",97.8155953917699
"271",97.7956980739703
"272",97.7745629582501
"273",97.7521900448475
"274",97.7285793335032
"275",97.7037308242637
"276",97.6776445172117
"277",97.6503204122882
"278",97.6217585095099
"279",97.5919588087155
"280",97.5609213102649
"281",97.528646013848
"282",97.4951329196004
"283",97.4603820275036
"284",97.4243933374631
"285",97.3871668495768
"286",97.3487025637939
"287",97.3090004802711
"288",97.2680605987667
"289",97.2258829195118
"290",97.182467442273
"291",97.1378141671709
"292",97.0919230942624
"293",97.0447942234847
"294",96.9964275548361
"295",96.9468230882818
"296",96.8959808238581
"297",96.8439007615854
"298",96.7905829015152
"299",96.7360272435881
"300",96.6802337875954
"301",96.6232025339706
"302",96.5649334823702
"303",96.5054266329147
"304",96.4446819856179
"305",96.3826995404548
"306",96.3194792973777
"307",96.2550212564382
"308",96.1893254176462
"309",96.1223917810993
"310",96.0542203465484
"311",95.9848111141478
"312",95.9141640839424
"313",95.8422792558358
"314",95.7709871185242
"315",95.7002876721289
"316",95.6301809165346
"317",95.5606668517216
"318",95.4917454777504
"319",95.4234167945694
"320",95.3556808023065
"321",95.2885375008596
"322",95.221986890145
"323",95.1560289703708
"324",95.0906637413205
"325",95.0258912031596
"326",94.9617113557869
"327",94.898124199257
"328",94.8351297335144
"329",94.772727958645
"330",94.7109188746218
"331",94.6497024813755
"332",94.5890787789722
"333",94.5290477673899
"334",94.4696094466373
"335",94.4107638166373
"336",94.352510877599
"337",94.2948506292793
"338",94.2377830718084
"339",94.1813082052301
"340",94.1254260294351
"341",94.0701365443944
"342",94.0154397502717
"343",93.9613356469396
"344",93.90782423438
"345",93.8549055127056
"346",93.8025794818438
"347",93.7508461418193
"348",93.6997054925951
"349",93.6491575342331
"350",93.5992022666351
"351",93.5498396899917
"352",93.5010698039932
"353",93.4528926089209
"354",93.4053081047182
"355",93.3583162912284
"356",93.3119171685942
"357",93.266110736821
"358",93.2208969958389
"359",93.1762759457156
"360",93.1322475863841
"361",93.0888119179082
"362",93.0459689402226
"363",93.0037186533775
"364",92.9620610573542
"365",92.9209961521396
"366",92.8805239377054
"367",92.8406444142085
"368",92.8013575814106
"369",92.7626634395467
"370",92.7245619884539
"371",92.6870532281904
"372",92.6501371586852
"373",92.6138137801023
"374",92.5780830922922
"375",92.5429450952957
"376",92.5083997891248
"377",92.4744471737876
"378",92.4410872492493
"379",92.4083200155698
"380",92.3761454726788
"381",92.3445636206096
"382",92.3135744594004
"383",92.2831779889549
"384",92.2533742093731
"385",92.2241631205869
"386",92.1955447226553
"387",92.1675190154537
"388",92.1400859992048
"389",92.113245673703
"390",92.086998039031
"391",92.0613430951911
"392",92.0362808421844
"393",92.011811279939
"394",91.9879344086418
"395",91.964650228085
"396",91.941958738329
"397",91.9198599394848
"398",91.8983538313615
"399",91.8774404141475
"400",91.8571196876974
"401",91.837391652195
"402",91.8182563073278
"403",91.7997136533694
"404",91.7817636902567
"405",91.7644064179523
"406",91.7476418364886
"407",91.731469945797
"408",91.7158907460375
"409",91.70090423703
"410",91.686510418822
"411",91.6727092915584
"412",91.6595008550538
"413",91.6457727072144
"414",91.6315248481225
"415",91.6167572777296
"416",91.6014699960213
"417",91.5856630029252
"418",91.5693362986634
"419",91.5524898830661
"420",91.5351237561568
"421",91.5172379179335
"422",91.498832368464
"423",91.4799071076249
"424",91.4604621355125
"425",91.4404974521117
"426",91.420013057402
"427",91.3990089514009
"428",91.3774851340484
"429",91.3554416054308
"430",91.3328783655446
"431",91.3097954143308
"432",91.2861927518295
"433",91.2620703780248
"434",91.2374282929102
"435",91.2122664964833
"436",91.1865849888055
"437",91.1603837698103
"438",91.1336628395074
"439",91.1064221978785
"440",91.0786618449921
"441",91.0503817807937
"442",91.0215820052791
"443",90.9922625184836
"444",90.9624233203561
"445",90.9320644109502
"446",90.901185790252
"447",90.8697874582244
"448",90.8378694149154
"449",90.8054316602942
"450",90.772474194353
"451",90.7389970171328
"452",90.7050001286082
"453",90.6704835287828
"454",90.6354472176524
"455",90.5998911952152
"456",90.5638154615012
"457",90.5272200164669
"458",90.4901048601483
"459",90.4524699925183
"460",90.4143154135886
"461",90.3756411233865
"462",90.336447121814
"463",90.2967334090124
"464",90.2564999848619
"465",90.2157468494134
"466",90.174474002765
"467",90.1326814446837
"468",90.0903691753629
"469",90.0475371947651
"470",90.0041855027958
"471",89.960314099557
"472",89.915922984992
"473",89.8710121592158
"474",89.8255816220372
"475",89.7796313735599
"476",89.7331614138275
"477",89.6861717428365
"478",89.6386623604886
"479",89.5906332667728
"480",89.5420844618966
"481",89.4930159456344
"482",89.4434277180614
"483",89.3933197791934
"484",89.343280548524
"485",89.293797227349
"486",89.2448698156186
"487",89.196498313387
"488",89.1486827206558
"489",89.1014230374397
"490",89.0547192636853
